date,series,female.line,n.female,female.age,male.line,n.male,male.age,mate.time1,mate.time2,mate.time3,mate.time4,mate.time5,n.mate.1hr,n.mate.2hr,ratio.1hr,ratio.2hr
19-Aug,8,Z30,5,11,730,10,6,NA,NA,NA,NA,NA,,0,0,0
21-Aug,8,Z30,5,12,730,10,6,NA,NA,NA,NA,NA,,0,0,0
24-Aug,16,Z30,5,14,730,10,8,NA,NA,NA,NA,NA,,0,0,0
8=01,24,Z30,5,17,730,10,4,NA,NA,NA,NA,NA,,0,0,0
8=15,1,Z30,5,11,730,10,7,NA,NA,NA,NA,NA,,0,0,0
8=17,22,Z30,5,7,730,10,5,NA,NA,NA,NA,NA,,0,0,0
8=22,8,Z30,5,7,730,10,5,NA,NA,NA,NA,NA,,0,0,0
,,,,,,,,,,,,,0,0,0,0
,,,,,sumsq,,,,,,,,,,0,0
7-Aug,29,Z30,5,6,732,10,8,NA,NA,NA,NA,NA,,0,0,0
12-Aug,26,Z30,5,8,732,10,5,84.57485876,NA,NA,NA,NA,,1,0,0.2
13-Aug,26,Z30,5,8,732,10,6,114.9488701,NA,NA,NA,NA,,1,0,0.2
18-Aug,12,Z30,5,10,732,9,5,40.66355932,110.1635593,NA,NA,NA,1,2,0.2,0.4
19-Aug,25,Z30,5,11,732,10,6,NA,NA,NA,NA,NA,,0,0,0
24-Aug,17,Z30,5,14,732,10,8,95.44632768,110.4463277,NA,NA,NA,,2,0,0.4
8=01,25,Z30,5,17,732,10,4,43.2700565,118.9533898,NA,NA,NA,1,2,0.2,0.4
8=15,20,Z30,5,11,732,10,7,65.17146893,120.6714689,NA,NA,NA,,1,0,0.2
8=17,23,Z30,5,7,732,10,5,57.91384181,NA,NA,NA,NA,1,1,0.2,0.2
8=22,9,Z30,5,7,732,10,5,NA,NA,NA,NA,NA,,0,0,0
,,,,,,,,,,,,,3,10,0.06,0.2
,,,,,sumsq,,,,,,,,,,0.12,0.64
25-Aug,6,Z30,5,13,737,10,4,NA,NA,NA,NA,NA,,0,0,0
8=04,14,Z30,5,15,737,10,4,52.92881356,NA,NA,NA,NA,1,1,0.2,0.2
8=16,17,Z30,5,12,737,10,4,NA,NA,NA,NA,NA,,0,0,0
,,,,,,,,,,,,,1,1,0.066666667,0.066666667
,,,,,sumsq,,,,,,,,,,0.04,0.04
25-Aug,7,Z30,5,13,738,10,4,40.33700565,NA,NA,NA,NA,1,1,0.2,0.2
8=04,15,Z30,5,15,738,10,4,NA,NA,NA,NA,NA,,0,0,0
8=16,18,Z30,5,12,738,10,4,NA,NA,NA,NA,NA,,0,0,0
,,,,,,,,,,,,,1,1,0.066666667,0.066666667
,,,,,sumsq,,,,,,,,,,0.04,0.04
25-Aug,11,Z30,5,13,748,10,4,NA,NA,NA,NA,NA,,0,0,0
8=04,19,Z30,5,15,748,10,4,NA,NA,NA,NA,NA,,0,0,0
8=16,22,Z30,5,12,748,10,4,NA,NA,NA,NA,NA,,0,0,0
,,,,,,,,,,,,,0,0,0,0
,,,,,sumsq,,,,,,,,,,0,0
25-Aug,18,Z30,5,13,757,10,4,NA,NA,NA,NA,NA,,0,0,0
8=04,26,Z30,5,15,757,10,4,NA,NA,NA,NA,NA,,0,0,0
8=16,29,Z30,5,12,757,10,4,NA,NA,NA,NA,NA,,0,0,0
,,,,,,,,,,,,,0,0,0,0
,,,,,sumsq,,,,,,,,,,0,0
25-Aug,20,Z30,5,13,761,10,4,NA,NA,NA,NA,NA,,0,0,0
8=04,27,Z30,5,15,761,10,4,NA,NA,NA,NA,NA,,0,0,0
8=16,31,Z30,5,12,761,10,4,NA,NA,NA,NA,NA,,0,0,0
,,,,,,,,,,,,,0,0,0,0
,,,,,sumsq,,,,,,,,,,0,0
10-Aug,29,Z30,5,7,765,10,7,NA,NA,NA,NA,NA,,0,0,0
13-Aug,27,Z30,5,8,765,10,8,NA,NA,NA,NA,NA,,0,0,0
18-Aug,13,Z30,5,10,765,10,5,68.41327684,NA,NA,NA,NA,,1,0,0.2
19-Aug,9,Z30,5,11,765,10,6,68.65988701,NA,NA,NA,NA,,1,0,0.2
21-Aug,9,Z30,5,12,765,10,6,NA,NA,NA,NA,NA,,0,0,0
24-Aug,18,Z30,5,14,765,10,9,65.95338983,NA,NA,NA,NA,,1,0,0.2
8=01,26,Z30,5,17,765,10,4,NA,NA,NA,NA,NA,,0,0,0
8=15,21,Z30,5,11,765,10,7,NA,NA,NA,NA,NA,,0,0,0
8=17,24,Z30,5,7,765,10,5,NA,NA,NA,NA,NA,,0,0,0
8=22,10,Z30,5,7,765,10,5,NA,NA,NA,NA,NA,,0,0,0
,,,,,,,,,,,,,0,3,0,0.06
,,,,,sumsq,,,,,,,,,,0,0.12
12-Aug,27,Z30,5,8,774,10,5,NA,NA,NA,NA,NA,,0,0,0
18-Aug,14,Z30,5,10,774,10,5,NA,NA,NA,NA,NA,,0,0,0
19-Aug,10,Z30,5,11,774,10,6,NA,NA,NA,NA,NA,,0,0,0
21-Aug,10,Z30,5,12,774,10,6,NA,NA,NA,NA,NA,,0,0,0
24-Aug,19,Z30,5,14,774,10,8,96.12711864,NA,NA,NA,NA,,1,0,0.2
8=01,27,Z30,5,17,774,10,4,80.65367232,NA,NA,NA,NA,,1,0,0.2
8=05,7,Z30,5,15,774,10,4,64.05932203,NA,NA,NA,NA,,1,0,0.2
8=15,22,Z30,5,11,774,10,7,76.04039548,NA,NA,NA,NA,,1,0,0.2
8=17,25,Z30,5,7,774,10,5,NA,NA,NA,NA,NA,,0,0,0
8=22,11,Z30,5,7,774,10,5,NA,NA,NA,NA,NA,,0,0,0
,,,,,,,,,,,,,0,4,0,0.08
,,,,,sumsq,,,,,,,,,,0,0.16
25-Aug,31,Z30,5,13,776,9,4,NA,NA,NA,NA,NA,,0,0,0
8=04,38,Z30,5,15,776,10,4,NA,NA,NA,NA,NA,,0,0,0
8=16,42,Z30,5,12,776,10,4,65.03531073,NA,NA,NA,NA,,1,0,0.2
,,,,,,,,,,,,,0,1,0,0.066666667
,,,,,sumsq,,,,,,,,,,0,0.04
25-Aug,34,Z30,5,13,783,10,10,NA,NA,NA,NA,NA,,0,0,0
8=04,40,Z30,5,15,783,10,4,NA,NA,NA,NA,NA,,0,0,0
8=16,44,Z30,5,12,783,10,4,NA,NA,NA,NA,NA,,0,0,0
,,,,,,,,,,,,,0,0,0,0
,,,,,sumsq,,,,,,,,,,0,0
12-Aug,28,Z30,5,8,786,10,5,NA,NA,NA,NA,NA,,0,0,0
13-Aug,28,Z30,5,8,786,10,6,NA,NA,NA,NA,NA,,0,0,0
18-Aug,15,Z30,5,10,786,10,5,NA,NA,NA,NA,NA,,0,0,0
19-Aug,11,Z30,5,11,786,10,6,NA,NA,NA,NA,NA,,0,0,0
21-Aug,11,Z30,5,12,786,10,6,NA,NA,NA,NA,NA,,0,0,0
24-Aug,20,Z30,5,14,786,10,8,NA,NA,NA,NA,NA,,0,0,0
8=01,28,Z30,5,17,786,10,4,NA,NA,NA,NA,NA,,0,0,0
8=15,23,Z30,5,11,786,10,7,NA,NA,NA,NA,NA,,0,0,0
8=17,26,Z30,5,7,786,10,5,NA,NA,NA,NA,NA,,0,0,0
8=22,12,Z30,5,7,786,10,5,NA,NA,NA,NA,NA,,0,0,0
,,,,,,,,,,,,,0,0,0,0
,,,,,sumsq,,,,,,,,,,0,0
26-Aug,3,Z30,5,12,787,10,4,NA,NA,NA,NA,NA,,0,0,0
8=04,42,Z30,5,15,787,10,4,NA,NA,NA,NA,NA,,0,0,0
8=16,46,Z30,5,12,787,10,4,NA,NA,NA,NA,NA,,0,0,0
,,,,,,,,,,,,,0,0,0,0
,,,,,sumsq,,,,,,,,,,0,0
26-Aug,5,Z30,5,12,790,10,4,NA,NA,NA,NA,NA,,0,0,0
8=04,44,Z30,5,15,790,10,4,NA,NA,NA,NA,NA,,0,0,0
8=16,48,Z30,5,12,790,10,4,NA,NA,NA,NA,NA,,0,0,0
,,,,,,,,,,,,,0,0,0,0
,,,,,sumsq,,,,,,,,,,0,0
26-Aug,8,Z30,5,12,796,10,4,NA,NA,NA,NA,NA,,0,0,0
8=04,47,Z30,5,15,796,10,4,NA,NA,NA,NA,NA,,0,0,0
8=16,51,Z30,5,12,796,10,4,NA,NA,NA,NA,NA,,0,0,0
,,,,,,,,,,,,,0,0,0,0
,,,,,sumsq,,,,,,,,,,0,0
18-Aug,16,Z30,5,10,799,10,5,NA,NA,NA,NA,NA,,0,0,0
19-Aug,12,Z30,5,11,799,10,6,NA,NA,NA,NA,NA,,0,0,0
21-Aug,12,Z30,5,12,799,10,6,NA,NA,NA,NA,NA,,0,0,0
24-Aug,1,Z30,5,14,799,10,9,NA,NA,NA,NA,NA,,0,0,0
8=01,1,Z30,5,17,799,10,4,NA,NA,NA,NA,NA,,0,0,0
8=05,8,Z30,5,15,799,10,4,NA,NA,NA,NA,NA,,0,0,0
8=15,4,Z30,5,11,799,10,7,NA,NA,NA,NA,NA,,0,0,0
8=17,3,Z30,5,7,799,10,5,NA,NA,NA,NA,NA,,0,0,0
8=19,2,Z30,5,5,799,10,7,NA,NA,NA,NA,NA,,0,0,0
8=22,13,Z30,5,7,799,10,5,NA,NA,NA,NA,NA,,0,0,0
,,,,,,,,,,,,,0,0,0,0
,,,,,sumsq,,,,,,,,,,0,0
26-Aug,10,Z30,5,12,801,10,4,NA,NA,NA,NA,NA,,0,0,0
8=04,49,Z30,5,15,801,10,8,NA,NA,NA,NA,NA,,0,0,0
8=16,53,Z30,5,12,801,10,4,NA,NA,NA,NA,NA,,0,0,0
,,,,,,,,,,,,,0,0,0,0
,,,,,sumsq,,,,,,,,,,0,0
26-Aug,11,Z30,5,12,802,10,4,88.39830508,NA,NA,NA,NA,,1,0,0.2
8=04,50,Z30,5,15,802,10,4,NA,NA,NA,NA,NA,,0,0,0
8=16,54,Z30,5,12,802,10,4,88.52288136,NA,NA,NA,NA,,1,0,0.2
,,,,,,,,,,,,,0,2,0,0.133333333
,,,,,sumsq,,,,,,,,,,0,0.08
26-Aug,13,Z30,5,12,804,10,4,NA,NA,NA,NA,NA,,0,0,0
8=04,52,Z30,5,15,804,10,4,16.79124294,111.7079096,NA,NA,NA,1,2,0.2,0.4
8=18,2,Z30,5,6,804,10,4,NA,NA,NA,NA,NA,,0,0,0
,,,,,,,,,,,,,1,2,0.066666667,0.133333333
,,,,,sumsq,,,,,,,,,,0.04,0.16
26-Aug,14,Z30,5,12,805,10,4,NA,NA,NA,NA,NA,,0,0,0
8=04,53,Z30,5,15,805,10,4,NA,NA,NA,NA,NA,,0,0,0
8=16,56,Z30,5,12,805,10,4,NA,NA,NA,NA,NA,,0,0,0
,,,,,,,,,,,,,0,0,0,0
,,,,,sumsq,,,,,,,,,,0,0
26-Aug,16,Z30,5,12,808,10,4,119.5974576,NA,NA,NA,NA,,1,0,0.2
8=04,55,Z30,5,15,808,10,4,37.1299435,51.89661017,149.3966102,NA,NA,2,3,0.4,0.6
8=11,60,Z30,5,12,808,10,3,108.4,NA,NA,NA,NA,,1,0,0.2
8=16,58,Z30,5,12,808,10,4,NA,NA,NA,NA,NA,,0,0,0
,,,,,,,,,,,,,2,5,0.1,0.25
,,,,,sumsq,,,,,,,,,,0.16,0.44
25-Aug,35,Z30,5,13,810,10,4,NA,NA,NA,NA,NA,,0,0,0
26-Aug,17,Z30,5,12,810,10,4,NA,NA,NA,NA,NA,,0,0,0
8=04,56,Z30,5,15,810,10,4,NA,NA,NA,NA,NA,,0,0,0
,,,,,,,,,,,,,0,0,0,0
,,,,,sumsq,,,,,,,,,,0,0
25-Aug,36,Z30,5,13,812,10,4,95.7019774,NA,NA,NA,NA,,1,0,0.2
8=04,57,Z30,5,15,812,10,4,75.0779661,NA,NA,NA,NA,,1,0,0.2
8=16,59,Z30,5,12,812,10,4,NA,NA,NA,NA,NA,,0,0,0
,,,,,,,,,,,,,0,2,0,0.133333333
,,,,,sumsq,,,,,,,,,,0,0.08
25-Aug,39,Z30,5,13,818,10,4,NA,NA,NA,NA,NA,,0,0,0
8=04,60,Z30,5,15,818,10,4,NA,NA,NA,NA,NA,,0,0,0
8=18,4,Z30,5,6,818,10,4,NA,NA,NA,NA,NA,,0,0,0
,,,,,,,,,,,,,0,0,0,0
,,,,,sumsq,,,,,,,,,,0,0
25-Aug,40,Z30,5,13,819,10,4,NA,NA,NA,NA,NA,,0,0,0
8=10,5,Z30,5,15,819,10,7,NA,NA,NA,NA,NA,,0,0,0
8=18,5,Z30,5,6,819,9,4,NA,NA,NA,NA,NA,,0,0,0
,,,,,,,,,,,,,0,0,0,0
,,,,,sumsq,,,,,,,,,,0,0
7-Aug,33,Z30,5,6,820,10,6,NA,NA,NA,NA,NA,,0,0,0
12-Aug,29,Z30,5,8,820,10,5,NA,NA,NA,NA,NA,,0,0,0
13-Aug,29,Z30,5,8,820,10,6,NA,NA,NA,NA,NA,,0,0,0
18-Aug,17,Z30,5,10,820,10,5,NA,NA,NA,NA,NA,,0,0,0
19-Aug,26,Z30,5,11,820,10,6,NA,NA,NA,NA,NA,,0,0,0
24-Aug,21,Z30,5,14,820,10,9,NA,NA,NA,NA,NA,,0,0,0
8=01,29,Z30,5,17,820,10,4,NA,NA,NA,NA,NA,,0,0,0
8=15,24,Z30,5,11,820,10,7,NA,NA,NA,NA,NA,,0,0,0
8=17,27,Z30,5,7,820,10,5,NA,NA,NA,NA,NA,,0,0,0
8=22,14,Z30,5,7,820,10,5,NA,NA,NA,NA,NA,,0,0,0
,,,,,,,,,,,,,0,0,0,0
,,,,,sumsq,,,,,,,,,,0,0
25-Aug,41,Z30,5,13,821,10,4,NA,NA,NA,NA,NA,,0,0,0
8=10,6,Z30,5,15,821,10,7,NA,NA,NA,NA,NA,,0,0,0
8=18,6,Z30,5,6,821,10,4,NA,NA,NA,NA,NA,,0,0,0
,,,,,,,,,,,,,0,0,0,0
,,,,,sumsq,,,,,,,,,,0,0
25-Aug,42,Z30,5,13,822,10,4,NA,NA,NA,NA,NA,,0,0,0
8=10,7,Z30,5,15,822,10,7,NA,NA,NA,NA,NA,,0,0,0
8=18,7,Z30,5,6,822,10,4,NA,NA,NA,NA,NA,,0,0,0
,,,,,,,,,,,,,0,0,0,0
,,,,,sumsq,,,,,,,,,,0,0
9101,8,Z30,5,17,832,10,7,91.90462963,NA,NA,NA,NA,,1,0,0.2
9102,5,Z30,5,18,832,10,8,NA,NA,NA,NA,NA,,0,0,0
9104,6,Z30,5,18,832,10,6,NA,NA,NA,NA,NA,,0,0,0
,,,,,,,,,,,,,0,1,0,0.066666667
,,,,,sumsq,,,,,,,,,,0,0.04
25-Aug,46,Z30,5,13,837,10,4,61.90254237,NA,NA,NA,NA,,1,0,0.2
8=10,11,Z30,5,15,837,10,7,NA,NA,NA,NA,NA,,0,0,0
8=18,11,Z30,5,6,837,10,4,NA,NA,NA,NA,NA,,0,0,0
,,,,,,,,,,,,,0,1,0,0.066666667
,,,,,sumsq,,,,,,,,,,0,0.04
25-Aug,50,Z30,5,13,843,10,4,NA,NA,NA,NA,NA,,0,0,0
8=10,15,Z30,5,15,843,10,7,NA,NA,NA,NA,NA,,0,0,0
8=18,15,Z30,5,6,843,10,4,NA,NA,NA,NA,NA,,0,0,0
,,,,,,,,,,,,,0,0,0,0
,,,,,sumsq,,,,,,,,,,0,0
25-Aug,55,Z30,5,13,849,10,4,115.2830508,NA,NA,NA,NA,,1,0,0.2
8=10,20,Z30,5,15,849,10,7,NA,NA,NA,NA,NA,,0,0,0
8=18,20,Z30,5,6,849,10,4,117.2522599,NA,NA,NA,NA,,1,0,0.2
,,,,,,,,,,,,,0,2,0,0.133333333
,,,,,sumsq,,,,,,,,,,0,0.08
25-Aug,56,Z30,5,13,850,10,4,NA,NA,NA,NA,NA,,0,0,0
8=10,21,Z30,5,15,850,10,7,NA,NA,NA,NA,NA,,0,0,0
8=18,21,Z30,5,6,850,10,4,28.59887006,NA,NA,NA,NA,1,1,0.2,0.2
,,,,,,,,,,,,,1,1,0.066666667,0.066666667
,,,,,sumsq,,,,,,,,,,0.04,0.04
7-Aug,34,Z30,5,6,852,10,6,NA,NA,NA,NA,NA,,0,0,0
10-Aug,30,Z30,5,7,852,10,5,NA,NA,NA,NA,NA,,0,0,0
12-Aug,30,Z30,5,8,852,10,5,NA,NA,NA,NA,NA,,0,0,0
13-Aug,30,Z30,5,8,852,10,6,NA,NA,NA,NA,NA,,0,0,0
19-Aug,21,Z30,5,11,852,10,6,NA,NA,NA,NA,NA,,0,0,0
24-Aug,22,Z30,5,14,852,10,8,NA,NA,NA,NA,NA,,0,0,0
8=01,30,Z30,5,17,852,10,4,NA,NA,NA,NA,NA,,0,0,0
8=15,25,Z30,5,11,852,10,7,NA,NA,NA,NA,NA,,0,0,0
8=17,28,Z30,5,7,852,10,5,NA,NA,NA,NA,NA,,0,0,0
8=22,15,Z30,5,7,852,10,5,NA,NA,NA,NA,NA,,0,0,0
,,,,,,,,,,,,,0,0,0,0
,,,,,sumsq,,,,,,,,,,0,0
25-Aug,58,Z30,5,13,853,10,4,NA,NA,NA,NA,NA,,0,0,0
8=10,23,Z30,5,15,853,10,7,22.51242938,NA,NA,NA,NA,1,1,0.2,0.2
8=18,23,Z30,5,6,853,10,4,NA,NA,NA,NA,NA,,0,0,0
,,,,,,,,,,,,,1,1,0.066666667,0.066666667
,,,,,sumsq,,,,,,,,,,0.04,0.04
26-Aug,19,Z30,5,12,855,10,4,NA,NA,NA,NA,NA,,0,0,0
8=10,25,Z30,5,15,855,10,7,NA,NA,NA,NA,NA,,0,0,0
8=18,25,Z30,5,6,855,10,4,NA,NA,NA,NA,NA,,0,0,0
,,,,,,,,,,,,,0,0,0,0
,,,,,sumsq,,,,,,,,,,0,0
26-Aug,21,Z30,5,12,857,10,4,NA,NA,NA,NA,NA,,0,0,0
8=10,27,Z30,5,15,857,10,7,NA,NA,NA,NA,NA,,0,0,0
8=18,27,Z30,5,6,857,10,4,NA,NA,NA,NA,NA,,0,0,0
,,,,,,,,,,,,,0,0,0,0
,,,,,sumsq,,,,,,,,,,0,0
18-Aug,18,Z30,5,10,859,10,5,NA,NA,NA,NA,NA,,0,0,0
19-Aug,30,Z30,5,11,859,10,11,NA,NA,NA,NA,NA,,0,0,0
21-Aug,13,Z30,5,12,859,10,8,NA,NA,NA,NA,NA,,0,0,0
24-Aug,2,Z30,5,14,859,10,6,NA,NA,NA,NA,NA,,0,0,0
8=05,9,Z30,5,15,859,10,6,104.7457627,NA,NA,NA,NA,,1,0,0.2
8=15,2,Z30,5,11,859,10,11,NA,NA,NA,NA,NA,,0,0,0
8=17,4,Z30,5,7,859,10,5,NA,NA,NA,NA,NA,,0,0,0
8=22,16,Z30,5,7,859,10,5,NA,NA,NA,NA,NA,,0,0,0
9101,2,Z30,5,17,859,10,7,40.84351852,NA,NA,NA,NA,1,1,0.2,0.2
,,,,,,,,,,,,,1,2,0.022222222,0.044444444
,,,,,sumsq,,,,,,,,,,0.04,0.08
26-Aug,24,Z30,5,12,861,9,4,86.31610169,91.31610169,NA,NA,NA,,2,0,0.4
8=03,59,Z30,5,17,861,10,7,NA,NA,NA,NA,NA,,0,0,0
8=10,30,Z30,5,15,861,10,7,30.66638418,NA,NA,NA,NA,1,1,0.2,0.2
,,,,,,,,,,,,,1,3,0.066666667,0.2
,,,,,sumsq,,,,,,,,,,0.04,0.2
26-Aug,35,Z30,5,12,879,10,4,NA,NA,NA,NA,NA,,0,0,0
8=10,39,Z30,5,15,879,10,7,NA,NA,NA,NA,NA,,0,0,0
8=18,36,Z30,5,6,879,10,4,NA,NA,NA,NA,NA,,0,0,0
,,,,,,,,,,,,,0,0,0,0
,,,,,sumsq,,,,,,,,,,0,0
26-Aug,37,Z30,5,12,882,9,4,NA,NA,NA,NA,NA,,0,0,0
8=10,41,Z30,5,15,882,10,7,NA,NA,NA,NA,NA,,0,0,0
8=18,38,Z30,5,6,882,10,4,NA,NA,NA,NA,NA,,0,0,0
,,,,,,,,,,,,,0,0,0,0
,,,,,sumsq,,,,,,,,,,0,0
26-Aug,38,Z30,5,12,884,10,4,76.07372881,NA,NA,NA,NA,,1,0,0.2
8=10,42,Z30,5,15,884,10,7,NA,NA,NA,NA,NA,,0,0,0
8=18,39,Z30,5,6,884,10,4,NA,NA,NA,NA,NA,,0,0,0
,,,,,,,,,,,,,0,1,0,0.066666667
,,,,,sumsq,,,,,,,,,,0,0.04
26-Aug,40,Z30,5,12,887,10,4,NA,NA,NA,NA,NA,,0,0,0
8=10,44,Z30,5,15,887,10,7,NA,NA,NA,NA,NA,,0,0,0
8=18,41,Z30,5,6,887,10,4,NA,NA,NA,NA,NA,,0,0,0
,,,,,,,,,,,,,0,0,0,0
,,,,,sumsq,,,,,,,,,,0,0
26-Aug,42,Z30,5,12,890,10,4,NA,NA,NA,NA,NA,,0,0,0
8=10,46,Z30,5,15,890,10,7,NA,NA,NA,NA,NA,,0,0,0
8=18,43,Z30,5,6,890,10,4,NA,NA,NA,NA,NA,,0,0,0
,,,,,,,,,,,,,0,0,0,0
,,,,,sumsq,,,,,,,,,,0,0
26-Aug,44,Z30,5,12,892,10,4,NA,NA,NA,NA,NA,,0,0,0
8=10,48,Z30,5,15,892,10,7,NA,NA,NA,NA,NA,,0,0,0
8=18,45,Z30,5,6,892,10,4,NA,NA,NA,NA,NA,,0,0,0
,,,,,,,,,,,,,0,0,0,0
,,,,,sumsq,,,,,,,,,,0,0
26-Aug,45,Z30,5,12,894,9,4,NA,NA,NA,NA,NA,,0,0,0
8=10,49,Z30,5,15,894,10,7,NA,NA,NA,NA,NA,,0,0,0
8=18,46,Z30,5,6,894,10,4,NA,NA,NA,NA,NA,,0,0,0
,,,,,,,,,,,,,0,0,0,0
,,,,,sumsq,,,,,,,,,,0,0
26-Aug,46,Z30,5,12,897,9,4,NA,NA,NA,NA,NA,,0,0,0
8=10,50,Z30,5,15,897,9,7,NA,NA,NA,NA,NA,,0,0,0
8=18,47,Z30,5,6,897,10,4,NA,NA,NA,NA,NA,,0,0,0
,,,,,,,,,,,,,0,0,0,0
,,,,,sumsq,,,,,,,,,,0,0
26-Aug,47,Z30,5,12,900,10,4,NA,NA,NA,NA,NA,,0,0,0
8=10,51,Z30,5,15,900,10,7,NA,NA,NA,NA,NA,,0,0,0
8=18,48,Z30,5,6,900,10,4,NA,NA,NA,NA,NA,,0,0,0
,,,,,,,,,,,,,0,0,0,0
,,,,,sumsq,,,,,,,,,,0,0
26-Aug,51,Z30,5,12,907,7,4,NA,NA,NA,NA,NA,,0,0,0
8=11,1,Z30,5,12,907,10,7,NA,NA,NA,NA,NA,,0,0,0
8=19,28,Z30,5,5,907,10,7,41.91949153,NA,NA,NA,NA,1,1,0.2,0.2
,,,,,,,,,,,,,1,1,0.066666667,0.066666667
,,,,,sumsq,,,,,,,,,,0.04,0.04
26-Aug,52,Z30,5,12,908,10,4,63.83135593,NA,NA,NA,NA,,1,0,0.2
8=11,2,Z30,5,12,908,10,7,NA,NA,NA,NA,NA,,0,0,0
8=19,29,Z30,5,5,908,10,7,NA,NA,NA,NA,NA,,0,0,0
,,,,,,,,,,,,,0,1,0,0.066666667
,,,,,sumsq,,,,,,,,,,0,0.04
26-Aug,53,Z30,5,12,911,10,4,NA,NA,NA,NA,NA,,0,0,0
8=11,3,Z30,5,12,911,10,7,NA,NA,NA,NA,NA,,0,0,0
8=19,30,Z30,5,5,911,10,7,NA,NA,NA,NA,NA,,0,0,0
,,,,,,,,,,,,,0,0,0,0
,,,,,sumsq,,,,,,,,,,0,0
26-Aug,55,Z30,5,12,913,10,4,NA,NA,NA,NA,NA,,0,0,0
8=11,4,Z30,5,12,913,10,7,118.3960452,NA,NA,NA,NA,,1,0,0.2
8=22,20,Z30,5,7,913,10,5,87.75,96.66666667,NA,NA,NA,,2,0,0.4
,,,,,,,,,,,,,0,3,0,0.2
,,,,,sumsq,,,,,,,,,,0,0.2
